"Nome dell'inserzione","Ora del giorno (fuso orario dell'account pubblicitario)","Pubblicazione dell'inserzione",Risultati,"Indicatore di risultato","Costo per risultato","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Impression,Copertura,Frequenza,"CPM (costo per 1000 impression) (EUR)","Riproduzioni del video di 3 secondi","Clic sul link","Tempo medio di riproduzione del video","Percentuale di visualizzazione del video",Fine,"Impostazione di attribuzione","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti i clic)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","ROAS (ritorno sulla spesa pubblicitaria) per gli acquisti in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti sul sito Web","Percentuale di successo","Valore risultati","Indicatore del ROAS dei risultati","ROAS risultati","Costo per 1000 account del Centro gestione account raggiunti (EUR)",Visualizzazioni,Visualizzazioni,"Costo per riproduzione del video di 2 secondi continuativi (EUR)","Costo per ThruPlay (EUR)","Riproduzioni del video di 2 secondi continuativi",unique_video_continuous_2_sec_watched_actions:video_view,ThruPlay,"Riproduzioni del video","Costo per riproduzione del video di 3 secondi (EUR)","Clic unici (tutti)","Clic unici sul link","Costo per clic unico (tutti) (EUR)","Costo per clic unico sul link (EUR)","CTR (tasso di clic) in uscita","Clic in uscita","Clic unici in uscita","Costo per clic in uscita (EUR)","Costo per clic unico in uscita (EUR)","CTR per clic unici in uscita","CTR unico (tutti i clic)","Visualizzazioni della foto","CTR unico (tasso di clic sul link)","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Costo per ""Mi piace"" (EUR)","""Mi piace"" di Facebook","Follower di Instagram","Commenti ai post","Condivisioni dei post",ar_effect_share:ar_effect_share,"Costo per interazione con il post (EUR)",cost_per_action_type:group_join,"Costo per interazione con la Pagina (EUR)","Costo per risposta all'evento (EUR)","Interazione con la Pagina",instagram_upcoming_event_reminders_set,Registrazioni,"Risposte all'evento","Interazioni con il post",actions:group_join,"Salvataggi del post","Reazioni ai post",onsite_conversion_returning_messaging_connection,actions:onsite_conversion.messaging_conversation_replied_7d,cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_welcome_message_view,"Contatti dei messaggi","Conversazioni tramite messaggi avviate","Costo per conversazione tramite messaggi avviata (EUR)"," (EUR)","Nuovi contatti dei messaggi","Acquisti diretti sul sito web","Clic sulle inserzioni in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti","ROAS (ritorno sulla spesa pubblicitaria) relativo alle donazioni","Riproduzioni del video al 100%","Riproduzioni del video al 50%","Riproduzioni del video al 95%","Riproduzioni del video al 25%","Riproduzioni del video al 75%","Tasso di riproduzioni del video di 3 secondi per impression","Data di creazione","Fine dei report",Inizio,"Pubblicazione del gruppo di inserzioni","Data dell'ultima modifica","Inizio dei report","Ultima modifica significativa",Obiettivo,Offerta,"Tipo di offerta","ID account","ID dell'inserzione","Nome del gruppo di inserzioni","Nome della campagna","Nome dell'account","ID della campagna","ID del gruppo di inserzioni",url_tags,instant_experience_element_reach:instant_experience_element_impression,instant_experience_element_impressions:instant_experience_element_impression,"Impression da aggiornamento automatico","Impression totali (include le impression non valide da traffico non umano)","Percentuale di visualizzazione dell'esperienza interattiva","Tempo di visualizzazione dell'esperienza interattiva","Costo per aumento stimato del ricordo dell'inserzione (persone) (EUR)","Aumento stimato del ricordo dell'inserzione (persone)","Tasso di aumento stimato del ricordo dell'inserzione","Clic in uscita per l'esperienza interattiva","Clic per avviare l'esperienza interattiva","Clic per aprire l'esperienza interattiva","Tasso di acquisti per clic sul link","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Tasso di acquisti per visualizzazioni della pagina di destinazione","Conversioni degli acquisti medie","Costo per mantenimento del giorno 7 nell'app mobile (EUR)","Mantenimento del giorno 7 nell'app mobile","Mantenimento del giorno 2 nell'app mobile","Costo per mantenimento del giorno 2 nell'app mobile (EUR)"
BNG_LONG,"12:00:00 - 12:59:59",inactive,,,,21.67,Giornaliero,1.21,565,0,0,2.141593,351,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,1.238938,0.172857,,,,,,,,,0,0,0,,,,,,,0.003447,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003389,,0.003389,,357,,,,357,,,6,,,,,,,,,,,0,,,,,,,,,62.123894,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,565,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"11:00:00 - 11:59:59",inactive,,,,21.67,Giornaliero,0.34,162,0,0,2.098765,95,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.617284,0.34,,,,,,,,,0,0,0,,,,,,,0.003579,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003505,,0.003505,,97,,,,97,,,2,,,,,,,,,,,0,,,,,,,,,58.641975,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,162,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"09:00:00 - 09:59:59",inactive,,,,21.67,Giornaliero,1.13,517,0,0,2.185687,319,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.193424,1.13,,,,,,,,,0,0,0,,,,,,,0.003542,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003498,,0.003498,,323,,,,323,,,4,,,,,,,,,,,0,,,,,,,,,61.702128,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,517,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"08:00:00 - 08:59:59",inactive,,,,21.67,Giornaliero,0.97,462,0,0,2.099567,302,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,0.865801,0.2425,,,,,,,,,0,0,0,,,,,,,0.003212,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00318,,0.00318,,305,,,,305,,,3,,,,,,,,,,,0,,,,,,,,,65.367965,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,462,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"07:00:00 - 07:59:59",inactive,,,,21.67,Giornaliero,1.66,783,0,0,2.120051,486,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.021711,0.2075,,,,,,,,,0,0,0,,,,,,,0.003416,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003395,,0.003395,,489,,,,489,,,3,,,,,,,,,,,0,,,,,,,,,62.068966,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,783,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"06:00:00 - 06:59:59",inactive,,,,21.67,Giornaliero,0.67,278,0,0,2.410072,162,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.719424,0.335,,,,,,,,,0,0,0,,,,,,,0.004136,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.004136,,0.004136,,162,,,,162,,,,,,,,,,,,,,0,,,,,,,,,58.273381,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,278,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"05:00:00 - 05:59:59",inactive,,,,21.67,Giornaliero,0.24,116,0,0,2.068966,71,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.00338,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00338,,0.00338,,71,,,,71,,,,,,,,,,,,,,0,,,,,,,,,61.206897,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,116,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"04:00:00 - 04:59:59",inactive,,,,21.67,Giornaliero,0.17,69,0,0,2.463768,44,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,1.449275,0.17,,,,,,,,,0,0,0,,,,,,,0.003864,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003864,,0.003864,,44,,,,44,,,,,,,,,,,,,,0,,,,,,,,,63.768116,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,69,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"03:00:00 - 03:59:59",inactive,,,,21.67,Giornaliero,0.26,129,0,0,2.015504,80,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,1.550388,0.13,,,,,,,,,0,0,0,,,,,,,0.00325,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00321,,0.00321,,81,,,,81,,,1,,,,,,,,,,,0,,,,,,,,,62.015504,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,129,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"02:00:00 - 02:59:59",inactive,,,,21.67,Giornaliero,0.4,191,0,0,2.094241,120,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,1.04712,0.2,,,,,,,,,0,0,0,,,,,,,0.003333,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003279,,0.003279,,122,,,,122,,,2,,,,,,,,,,,0,,,,,,,,,62.827225,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,191,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"01:00:00 - 01:59:59",inactive,,,,21.67,Giornaliero,0.78,393,0,0,1.984733,227,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.763359,0.26,,,,,,,,,0,0,0,,,,,,,0.003436,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003421,,0.003421,,228,,,,228,,,1,,,,,,,,,,,0,,,,,,,,,57.760814,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,393,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"00:00:00 - 00:59:59",inactive,,,,21.67,Giornaliero,1.86,1025,0,0,1.814634,607,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,16,1.560976,0.11625,,,,,,,,,0,0,0,,,,,,,0.003064,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003029,,0.003029,,614,,,,614,,,7,,,,,,,,,,,0,,,,,,,,,59.219512,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,1024,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"23:00:00 - 23:59:59",inactive,,,,21.67,Giornaliero,1.33,738,0,0,1.802168,438,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,0.948509,0.19,,,,,,,,,0,0,0,,,,,,,0.003037,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003023,,0.003023,,440,,,,440,,,2,,,,,,,,,,,0,,,,,,,,,59.349594,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,738,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"22:00:00 - 22:59:59",inactive,,,,21.67,Giornaliero,1.31,751,0,0,1.744341,450,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,0.798935,0.218333,,,,,,,,,0,0,0,,,,,,,0.002911,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.002873,,0.002873,,456,,,,456,,,5,,,,,,,,,,,0,,,,,,,,,59.920107,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,751,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"21:00:00 - 21:59:59",inactive,,,,21.67,Giornaliero,0.91,516,0,0,1.763566,294,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.581395,0.303333,,,,,,,,,0,0,0,,,,,,,0.003095,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003074,,0.003074,,296,,,,296,,,2,,,,,,,,,,,0,,,,,,,,,56.976744,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,516,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"20:00:00 - 20:59:59",inactive,,,,21.67,Giornaliero,1.21,665,0,0,1.819549,371,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,10,1.503759,0.121,,,,,,,,,0,0,0,,,,,,,0.003261,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003235,,0.003235,,374,,,,374,,,3,,,,,,,,,,,0,,,,,,,,,55.789474,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,665,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"19:00:00 - 19:59:59",inactive,,,,21.67,Giornaliero,2.08,1123,0,0,1.852182,633,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,12,1.068566,0.173333,,,,,,,,,0,0,0,,,,,,,0.003286,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00324,,0.00324,,642,,,,642,,,9,,,,,,,,,,,0,,,,,,,,,56.366874,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,1123,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"18:00:00 - 18:59:59",inactive,,,,21.67,Giornaliero,1.14,594,0,0,1.919192,353,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,0.841751,0.228,,,,,,,,,0,0,0,,,,,,,0.003229,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003184,,0.003184,,358,,,,358,,,5,,,,,,,,,,,0,,,,,,,,,59.427609,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,594,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"17:00:00 - 17:59:59",inactive,,,,21.67,Giornaliero,0.42,233,0,0,1.802575,141,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.858369,0.21,,,,,,,,,0,0,0,,,,,,,0.002979,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.002937,,0.002937,,143,,,,143,,,2,,,,,,,,,,,0,,,,,,,,,60.515021,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,233,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"16:00:00 - 16:59:59",inactive,,,,21.67,Giornaliero,0.74,375,0,0,1.973333,232,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.00319,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003096,,0.003096,,239,,,,239,,,7,,,,,,,,,,,0,,,,,,,,,61.866667,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,375,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"15:00:00 - 15:59:59",inactive,,,,21.67,Giornaliero,0.72,388,0,0,1.85567,228,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.515464,0.36,,,,,,,,,0,0,0,,,,,,,0.003158,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003103,,0.003103,,232,,,,232,,,4,,,,,,,,,,,0,,,,,,,,,58.762887,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,388,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"14:00:00 - 14:59:59",inactive,,,,21.67,Giornaliero,1.34,663,0,0,2.021116,408,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,0.904977,0.223333,,,,,,,,,0,0,0,,,,,,,0.003284,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003237,,0.003237,,414,,,,414,,,6,,,,,,,,,,,0,,,,,,,,,61.538462,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,663,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"13:00:00 - 13:59:59",inactive,,,,21.67,Giornaliero,0.76,373,0,0,2.037534,221,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.80429,0.253333,,,,,,,,,0,0,0,,,,,,,0.003439,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003393,,0.003393,,224,,,,224,,,3,,,,,,,,,,,0,,,,,,,,,59.24933,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,373,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"12:00:00 - 12:59:59",inactive,,,,21.67,Giornaliero,0.08,36,0,0,2.222222,24,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.003333,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003333,,0.003333,,24,,,,24,,,,,,,,,,,,,,0,,,,,,,,,66.666667,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,36,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"11:00:00 - 11:59:59",inactive,,,,21.67,Giornaliero,1.71,789,0,0,2.1673,483,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,9,1.140684,0.19,,,,,,,,,0,0,0,,,,,,,0.00354,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00349,,0.00349,,490,,,,490,,,7,,,,,,,,,,,0,,,,,,,,,61.21673,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,789,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"10:00:00 - 10:59:59",inactive,,,,21.67,Giornaliero,2.45,1108,0,0,2.211191,695,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,0.541516,0.408333,,,,,,,,,0,0,0,,,,,,,0.003525,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.00349,,0.00349,,702,,,,702,,,6,,,,,,,,,,,0,,,,,,,,,62.725632,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,1108,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"09:00:00 - 09:59:59",inactive,,,,21.67,Giornaliero,1.97,811,0,0,2.4291,535,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,0.616523,0.394,,,,,,,,,0,0,0,,,,,,,0.003682,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003675,,0.003675,,536,,,,536,,,1,,,,,,,,,,,0,,,,,,,,,65.967941,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,811,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"08:00:00 - 08:59:59",inactive,,,,21.67,Giornaliero,0.99,427,0,0,2.318501,280,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.873536,0.12375,,,,,,,,,0,0,0,,,,,,,0.003536,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003511,,0.003511,,282,,,,282,,,2,,,,,,,,,,,0,,,,,,,,,65.57377,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,427,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"07:00:00 - 07:59:59",inactive,,,,21.67,Giornaliero,0.46,196,0,0,2.346939,133,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,1.530612,0.153333,,,,,,,,,0,0,0,,,,,,,0.003459,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003459,,0.003459,,133,,,,133,,,,,,,,,,,,,,0,,,,,,,,,67.857143,2025-10-11,2025-10-12,2025-10-11,inactive,2025-11-29,2025-10-12,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,196,0,0,0,0,0,,0,0,0,0,0,,,,,
